epoch,step,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step
0,0,,0.25,,nan
0,1,,0.30000001192092896,,nan
0,2,,0.4000000059604645,,nan
0,3,,0.20000000298023224,,nan
0,4,,0.3499999940395355,,nan
0,5,,0.44999998807907104,,nan
0,6,,0.44999998807907104,,nan
0,7,,0.4000000059604645,,nan
0,8,,0.25,,nan
0,9,,0.5,,nan
0,10,,0.30000001192092896,,nan
0,11,,0.550000011920929,,nan
0,12,,0.5,,nan
0,13,,0.30000001192092896,,nan
0,14,,0.4000000059604645,,nan
0,15,,0.20000000298023224,,nan
0,16,,0.550000011920929,,nan
0,17,,0.30000001192092896,,nan
0,18,,0.25,,nan
0,19,,0.3499999940395355,,nan
0,20,,0.20000000298023224,,nan
0,21,,0.25,,nan
0,22,,0.15000000596046448,,nan
0,23,,0.44999998807907104,,nan
0,24,,0.25,,nan
0,25,,0.30000001192092896,,nan
0,26,,0.30000001192092896,,nan
0,27,,0.15000000596046448,,nan
0,28,,0.6000000238418579,,nan
0,29,,0.30000001192092896,,nan
0,30,,0.25,,nan
0,31,,0.30000001192092896,,nan
0,32,,0.20000000298023224,,nan
0,33,,0.3499999940395355,,nan
0,34,,0.30000001192092896,,nan
0,35,,0.4000000059604645,,nan
0,36,,0.4000000059604645,,nan
0,37,,0.4000000059604645,,nan
0,38,,0.30000001192092896,,nan
0,39,,0.6499999761581421,,nan
0,39,0.34375,,nan,
1,40,,0.30000001192092896,,nan
1,41,,0.3499999940395355,,nan
1,42,,0.30000001192092896,,nan
1,43,,0.5,,nan
1,44,,0.30000001192092896,,nan
1,45,,0.3499999940395355,,nan
1,46,,0.25,,nan
1,47,,0.30000001192092896,,nan
1,48,,0.25,,nan
1,49,,0.30000001192092896,,nan
1,50,,0.25,,nan
1,51,,0.30000001192092896,,nan
1,52,,0.6000000238418579,,nan
1,53,,0.4000000059604645,,nan
1,54,,0.3499999940395355,,nan
1,55,,0.44999998807907104,,nan
1,56,,0.25,,nan
1,57,,0.25,,nan
1,58,,0.30000001192092896,,nan
1,59,,0.20000000298023224,,nan
1,60,,0.25,,nan
1,61,,0.44999998807907104,,nan
1,62,,0.30000001192092896,,nan
1,63,,0.25,,nan
1,64,,0.3499999940395355,,nan
1,65,,0.30000001192092896,,nan
1,66,,0.44999998807907104,,nan
1,67,,0.30000001192092896,,nan
1,68,,0.25,,nan
1,69,,0.30000001192092896,,nan
1,70,,0.3499999940395355,,nan
1,71,,0.3499999940395355,,nan
1,72,,0.44999998807907104,,nan
1,73,,0.30000001192092896,,nan
1,74,,0.3499999940395355,,nan
1,75,,0.3499999940395355,,nan
1,76,,0.44999998807907104,,nan
1,77,,0.550000011920929,,nan
1,78,,0.44999998807907104,,nan
1,79,,0.4000000059604645,,nan
1,79,0.34375,,nan,
2,80,,0.25,,nan
2,81,,0.4000000059604645,,nan
2,82,,0.10000000149011612,,nan
2,83,,0.3499999940395355,,nan
2,84,,0.3499999940395355,,nan
2,85,,0.550000011920929,,nan
2,86,,0.44999998807907104,,nan
2,87,,0.25,,nan
2,88,,0.20000000298023224,,nan
2,89,,0.3499999940395355,,nan
2,90,,0.25,,nan
2,91,,0.3499999940395355,,nan
2,92,,0.44999998807907104,,nan
2,93,,0.20000000298023224,,nan
2,94,,0.20000000298023224,,nan
2,95,,0.3499999940395355,,nan
2,96,,0.4000000059604645,,nan
2,97,,0.25,,nan
2,98,,0.30000001192092896,,nan
2,99,,0.44999998807907104,,nan
2,100,,0.5,,nan
2,101,,0.4000000059604645,,nan
2,102,,0.4000000059604645,,nan
2,103,,0.30000001192092896,,nan
2,104,,0.20000000298023224,,nan
2,105,,0.4000000059604645,,nan
2,106,,0.20000000298023224,,nan
2,107,,0.4000000059604645,,nan
2,108,,0.4000000059604645,,nan
2,109,,0.10000000149011612,,nan
2,110,,0.25,,nan
2,111,,0.4000000059604645,,nan
2,112,,0.30000001192092896,,nan
2,113,,0.4000000059604645,,nan
2,114,,0.6000000238418579,,nan
2,115,,0.3499999940395355,,nan
2,116,,0.6000000238418579,,nan
2,117,,0.44999998807907104,,nan
2,118,,0.30000001192092896,,nan
2,119,,0.3499999940395355,,nan
2,119,0.34375,,nan,
3,120,,0.4000000059604645,,nan
3,121,,0.25,,nan
3,122,,0.4000000059604645,,nan
